2017-02-23 14:20:36,994 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@539d318: startup date [Thu Feb 23 14:20:36 CST 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2017-02-23 17:17:06,099 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@391eb2a4{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-57
2017-02-23 17:17:16,059 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@ecb00d4[p=1,l=35,c=16384,r=34]={\x10<<<!\x00\x04MQTT\x04\xC2\x00\x14\x00\x04test...admin\x00\x08password>>>rdHost: 127.0.0.1...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-50
2017-02-23 17:17:16,062 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@6106f26f{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-50
2017-02-23 17:17:16,073 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@3427f59d[p=1,l=37,c=16384,r=36]={\x10<<<#\x00\x06MQIsdp\x03\xC2\x00\x14\x00\x04te...admin\x00\x08password>>>0.0.1:8161\r\nConne...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-49
2017-02-23 17:17:16,077 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@1a741553{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-49
2017-02-23 17:17:26,057 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@44cbeb94[p=1,l=35,c=16384,r=34]={\x10<<<!\x00\x04MQTT\x04\xC2\x00\x14\x00\x04test...admin\x00\x08password>>>rd0.0.1:8161\r\nCon...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-48
2017-02-23 17:17:26,059 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@45bc3e10{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-48
2017-02-23 17:17:26,069 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@7fd2f985[p=1,l=37,c=16384,r=36]={\x10<<<#\x00\x06MQIsdp\x03\xC2\x00\x14\x00\x04te...admin\x00\x08password>>>Host: 127.0.0.1:8...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-51
2017-02-23 17:17:26,071 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@7a36db5b{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-51
2017-02-23 17:17:36,058 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@2b71bc30[p=1,l=35,c=16384,r=34]={\x10<<<!\x00\x04MQTT\x04\xC2\x00\x14\x00\x04test...admin\x00\x08password>>>rd0.0.1:8161\r\nCon...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-57
2017-02-23 17:17:36,061 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@2a3979ac{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-57
2017-02-23 17:17:36,080 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@ecb00d4[p=1,l=37,c=16384,r=36]={\x10<<<#\x00\x06MQIsdp\x03\xC2\x00\x14\x00\x04te...admin\x00\x08password>>>Host: 127.0.0.1:8...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-50
2017-02-23 17:17:36,083 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@469d6eed{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-50
2017-02-23 17:17:46,055 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@3427f59d[p=1,l=35,c=16384,r=34]={\x10<<<!\x00\x04MQTT\x04\xC2\x00\x14\x00\x04test...admin\x00\x08password>>>rd0.0.1:8161\r\nCon...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-49
2017-02-23 17:17:46,057 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@4caae144{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-49
2017-02-23 17:17:46,070 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@44cbeb94[p=1,l=37,c=16384,r=36]={\x10<<<#\x00\x06MQIsdp\x03\xC2\x00\x14\x00\x04te...admin\x00\x08password>>>0.0.1:8161\r\nConne...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-48
2017-02-23 17:17:46,074 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@3cafc428{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-48
2017-02-23 17:17:56,056 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@7fd2f985[p=1,l=35,c=16384,r=34]={\x10<<<!\x00\x04MQTT\x04\xC2\x00\x14\x00\x04test...admin\x00\x08password>>>rdHost: 127.0.0.1...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-51
2017-02-23 17:17:56,065 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@200d2829{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-51
2017-02-23 17:17:56,076 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@2b71bc30[p=1,l=37,c=16384,r=36]={\x10<<<#\x00\x06MQIsdp\x03\xC2\x00\x14\x00\x04te...admin\x00\x08password>>>0.0.1:8161\r\nConne...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-57
2017-02-23 17:17:56,078 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@5030116b{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-57
2017-02-23 17:18:06,063 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@ecb00d4[p=1,l=35,c=16384,r=34]={\x10<<<!\x00\x04MQTT\x04\xC2\x00\x14\x00\x04test...admin\x00\x08password>>>rdHost: 127.0.0.1...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-50
2017-02-23 17:18:06,070 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@6f4c837a{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-50
2017-02-23 17:18:06,087 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@3427f59d[p=1,l=37,c=16384,r=36]={\x10<<<#\x00\x06MQIsdp\x03\xC2\x00\x14\x00\x04te...admin\x00\x08password>>>0.0.1:8161\r\nConne...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-49
2017-02-23 17:18:06,090 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@63051479{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-49
2017-02-23 17:18:16,054 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@44cbeb94[p=1,l=35,c=16384,r=34]={\x10<<<!\x00\x04MQTT\x04\xC2\x00\x14\x00\x04test...admin\x00\x08password>>>rd0.0.1:8161\r\nCon...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-48
2017-02-23 17:18:16,056 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@250f926{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-48
2017-02-23 17:18:16,075 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@7fd2f985[p=1,l=37,c=16384,r=36]={\x10<<<#\x00\x06MQIsdp\x03\xC2\x00\x14\x00\x04te...admin\x00\x08password>>>Host: 127.0.0.1:8...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-51
2017-02-23 17:18:16,078 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@5b01e858{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-51
2017-02-23 17:18:26,054 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@2b71bc30[p=1,l=35,c=16384,r=34]={\x10<<<!\x00\x04MQTT\x04\xC2\x00\x14\x00\x04test...admin\x00\x08password>>>rd0.0.1:8161\r\nCon...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-57
2017-02-23 17:18:26,056 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@5885dd0b{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-57
2017-02-23 17:18:26,069 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@ecb00d4[p=1,l=37,c=16384,r=36]={\x10<<<#\x00\x06MQIsdp\x03\xC2\x00\x14\x00\x04te...admin\x00\x08password>>>Host: 127.0.0.1:8...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-50
2017-02-23 17:18:26,071 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@247c18eb{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-50
2017-02-23 17:18:36,053 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@3427f59d[p=1,l=35,c=16384,r=34]={\x10<<<!\x00\x04MQTT\x04\xC2\x00\x14\x00\x04test...admin\x00\x08password>>>rd0.0.1:8161\r\nCon...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-49
2017-02-23 17:18:36,056 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@65f0e5a9{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-49
2017-02-23 17:18:36,074 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@44cbeb94[p=1,l=37,c=16384,r=36]={\x10<<<#\x00\x06MQIsdp\x03\xC2\x00\x14\x00\x04te...admin\x00\x08password>>>0.0.1:8161\r\nConne...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-48
2017-02-23 17:18:36,078 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@4ac8de37{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-48
2017-02-23 17:18:46,062 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@7fd2f985[p=1,l=35,c=16384,r=34]={\x10<<<!\x00\x04MQTT\x04\xC2\x00\x14\x00\x04test...admin\x00\x08password>>>rdHost: 127.0.0.1...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-51
2017-02-23 17:18:46,065 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@78a9fdb6{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-51
2017-02-23 17:18:46,077 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@2b71bc30[p=1,l=37,c=16384,r=36]={\x10<<<#\x00\x06MQIsdp\x03\xC2\x00\x14\x00\x04te...admin\x00\x08password>>>0.0.1:8161\r\nConne...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-57
2017-02-23 17:18:46,079 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@6faff7d6{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-57
2017-02-23 17:18:56,053 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@ecb00d4[p=1,l=35,c=16384,r=34]={\x10<<<!\x00\x04MQTT\x04\xC2\x00\x14\x00\x04test...admin\x00\x08password>>>rdHost: 127.0.0.1...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-50
2017-02-23 17:18:56,061 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@341de3bd{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-50
2017-02-23 17:18:56,077 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@3427f59d[p=1,l=37,c=16384,r=36]={\x10<<<#\x00\x06MQIsdp\x03\xC2\x00\x14\x00\x04te...admin\x00\x08password>>>0.0.1:8161\r\nConne...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-49
2017-02-23 17:18:56,079 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@197afd86{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-49
2017-02-23 17:19:06,064 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@44cbeb94[p=1,l=35,c=16384,r=34]={\x10<<<!\x00\x04MQTT\x04\xC2\x00\x14\x00\x04test...admin\x00\x08password>>>rd0.0.1:8161\r\nCon...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-48
2017-02-23 17:19:06,075 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@59380dd8{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-48
2017-02-23 17:19:06,090 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@7fd2f985[p=1,l=37,c=16384,r=36]={\x10<<<#\x00\x06MQIsdp\x03\xC2\x00\x14\x00\x04te...admin\x00\x08password>>>Host: 127.0.0.1:8...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-51
2017-02-23 17:19:06,093 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@2b792169{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-51
2017-02-23 17:19:16,053 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@2b71bc30[p=1,l=35,c=16384,r=34]={\x10<<<!\x00\x04MQTT\x04\xC2\x00\x14\x00\x04test...admin\x00\x08password>>>rd0.0.1:8161\r\nCon...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-57
2017-02-23 17:19:16,062 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@4d6f58a9{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-57
2017-02-23 17:19:16,103 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@7fd2f985[p=1,l=37,c=16384,r=36]={\x10<<<#\x00\x06MQIsdp\x03\xC2\x00\x14\x00\x04te...admin\x00\x08password>>>Host: 127.0.0.1:8...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-48
2017-02-23 17:19:16,107 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@104e03d0{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-48
2017-02-23 17:19:26,055 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@2b71bc30[p=1,l=35,c=16384,r=34]={\x10<<<!\x00\x04MQTT\x04\xC2\x00\x14\x00\x04test...admin\x00\x08password>>>rd0.0.1:8161\r\nCon...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-51
2017-02-23 17:19:26,065 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@899020b{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-51
2017-02-23 17:19:26,080 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@ecb00d4[p=1,l=37,c=16384,r=36]={\x10<<<#\x00\x06MQIsdp\x03\xC2\x00\x14\x00\x04te...admin\x00\x08password>>>Host: 127.0.0.1:8...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-57
2017-02-23 17:19:26,082 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@6957011f{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-57
2017-02-23 17:19:36,051 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@3427f59d[p=1,l=35,c=16384,r=34]={\x10<<<!\x00\x04MQTT\x04\xC2\x00\x14\x00\x04test...admin\x00\x08password>>>rd0.0.1:8161\r\nCon...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-50
2017-02-23 17:19:36,054 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@3dd4cb16{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-50
2017-02-23 17:19:36,067 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@44cbeb94[p=1,l=37,c=16384,r=36]={\x10<<<#\x00\x06MQIsdp\x03\xC2\x00\x14\x00\x04te...admin\x00\x08password>>>0.0.1:8161\r\nConne...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-49
2017-02-23 17:19:36,069 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@3965061{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-49
2017-02-23 17:19:46,050 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@7fd2f985[p=1,l=35,c=16384,r=34]={\x10<<<!\x00\x04MQTT\x04\xC2\x00\x14\x00\x04test...admin\x00\x08password>>>rdHost: 127.0.0.1...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-48
2017-02-23 17:19:46,052 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@7743fd6{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-48
2017-02-23 17:19:46,077 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@2b71bc30[p=1,l=37,c=16384,r=36]={\x10<<<#\x00\x06MQIsdp\x03\xC2\x00\x14\x00\x04te...admin\x00\x08password>>>0.0.1:8161\r\nConne...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-51
2017-02-23 17:19:46,079 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@c3bf907{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-51
2017-02-23 17:19:56,050 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@ecb00d4[p=1,l=35,c=16384,r=34]={\x10<<<!\x00\x04MQTT\x04\xC2\x00\x14\x00\x04test...admin\x00\x08password>>>rdHost: 127.0.0.1...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-57
2017-02-23 17:19:56,053 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@3be6667a{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-57
2017-02-23 17:19:56,076 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@3427f59d[p=1,l=37,c=16384,r=36]={\x10<<<#\x00\x06MQIsdp\x03\xC2\x00\x14\x00\x04te...admin\x00\x08password>>>0.0.1:8161\r\nConne...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-50
2017-02-23 17:19:56,079 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@780e2055{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-50
2017-02-23 17:20:06,048 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@44cbeb94[p=1,l=35,c=16384,r=34]={\x10<<<!\x00\x04MQTT\x04\xC2\x00\x14\x00\x04test...admin\x00\x08password>>>rd0.0.1:8161\r\nCon...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-49
2017-02-23 17:20:06,050 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@46d1255b{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-49
2017-02-23 17:20:06,061 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@7fd2f985[p=1,l=37,c=16384,r=36]={\x10<<<#\x00\x06MQIsdp\x03\xC2\x00\x14\x00\x04te...admin\x00\x08password>>>Host: 127.0.0.1:8...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-48
2017-02-23 17:20:06,064 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@776ac424{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-48
2017-02-23 17:20:16,052 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@2b71bc30[p=1,l=35,c=16384,r=34]={\x10<<<!\x00\x04MQTT\x04\xC2\x00\x14\x00\x04test...admin\x00\x08password>>>rd0.0.1:8161\r\nCon...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-51
2017-02-23 17:20:16,055 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@415f5e2a{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-51
2017-02-23 17:20:16,080 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@ecb00d4[p=1,l=37,c=16384,r=36]={\x10<<<#\x00\x06MQIsdp\x03\xC2\x00\x14\x00\x04te...admin\x00\x08password>>>Host: 127.0.0.1:8...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-57
2017-02-23 17:20:16,083 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@9bcbadd{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-57
2017-02-23 17:20:26,048 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@3427f59d[p=1,l=35,c=16384,r=34]={\x10<<<!\x00\x04MQTT\x04\xC2\x00\x14\x00\x04test...admin\x00\x08password>>>rd0.0.1:8161\r\nCon...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-50
2017-02-23 17:20:26,050 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@ea6abce{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-50
2017-02-23 17:20:26,064 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@44cbeb94[p=1,l=37,c=16384,r=36]={\x10<<<#\x00\x06MQIsdp\x03\xC2\x00\x14\x00\x04te...admin\x00\x08password>>>0.0.1:8161\r\nConne...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-49
2017-02-23 17:20:26,066 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@7f5bd5d{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-49
2017-02-23 17:20:36,047 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@7fd2f985[p=1,l=35,c=16384,r=34]={\x10<<<!\x00\x04MQTT\x04\xC2\x00\x14\x00\x04test...admin\x00\x08password>>>rdHost: 127.0.0.1...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-48
2017-02-23 17:20:36,049 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@5a04c619{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-48
2017-02-23 17:20:36,062 | WARN  | Illegal character 0x10 in state=START for buffer HeapByteBuffer@2b71bc30[p=1,l=37,c=16384,r=36]={\x10<<<#\x00\x06MQIsdp\x03\xC2\x00\x14\x00\x04te...admin\x00\x08password>>>0.0.1:8161\r\nConne...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00} | org.eclipse.jetty.http.HttpParser | qtp1548155174-51
2017-02-23 17:20:36,064 | WARN  | badMessage: 400 Illegal character 0x10 for HttpChannelOverHttp@1e53d324{r=0,c=false,a=IDLE,uri=-} | org.eclipse.jetty.http.HttpParser | qtp1548155174-51
